Country	Subject Descriptor	Units	Scale	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
Morocco	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	28.985	30.850	35.907	37.106	40.112	43.997	48.609	48.544	55.489	59.029	63.709	70.617	70.711	71.850	81.154	78.377	89.688	89.810	97.395	99.870	104.056	114.122	119.546	129.024	138.854	147.892	163.909	174.257	188.168	197.649	207.582	223.035	234.155	249.069	260.556	275.324	281.467	298.542	314.605	2016
Morocco	Gross domestic product per capita, constant prices	National currency	Units	12,126.767	11,491.908	12,276.689	11,925.300	12,154.348	12,622.977	13,355.141	12,713.927	13,724.374	13,729.981	14,229.291	14,966.872	14,383.729	14,023.502	15,241.646	14,205.740	15,738.512	15,276.528	16,156.706	16,108.393	16,194.218	17,147.424	17,448.332	18,245.401	18,871.900	19,242.133	20,435.210	20,889.412	21,849.734	22,493.937	23,064.893	23,979.000	24,401.905	25,202.941	25,575.368	26,460.757	26,477.818	27,271.460	27,811.537	2016
Morocco	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	3,462.171	3,280.920	3,504.973	3,404.652	3,470.045	3,603.838	3,812.870	3,629.804	3,918.285	3,919.886	4,062.438	4,273.016	4,106.530	4,003.685	4,351.463	4,055.714	4,493.318	4,361.422	4,612.711	4,598.918	4,623.421	4,895.560	4,981.469	5,209.030	5,387.895	5,493.596	5,834.217	5,963.891	6,238.061	6,421.980	6,584.987	6,845.963	6,966.702	7,195.396	7,301.723	7,554.500	7,559.371	7,785.955	7,940.146	2016
Morocco	Population	Persons	Millions	19.432	19.938	20.459	20.944	21.441	21.951	22.469	23.002	23.528	24.075	24.167	24.634	25.095	25.549	25.996	26.384	26.761	27.140	27.519	27.900	28.283	28.666	29.051	29.438	29.826	30.215	30.606	30.998	31.391	31.786	32.182	32.579	32.978	33.378	33.770	34.125	34.487	34.852	35.220	2016
Mozambique	Gross domestic product, constant prices	National currency	Billions	70.097	73.602	68.523	57.765	54.010	54.551	53.296	61.130	66.143	70.442	71.147	75.808	71.842	78.141	82.953	84.809	107.577	119.240	133.381	143.816	146.230	164.832	179.327	190.984	205.902	223.858	245.911	264.172	282.337	300.270	320.351	343.153	367.854	394.123	423.462	451.385	468.372	485.875	501.909	2017
Mozambique	Gross domestic product, constant prices	Percent change		4.228	5.000	-6.900	-15.700	-6.500	1.000	-2.300	14.700	8.200	6.500	1.000	6.552	-5.231	8.767	6.159	2.237	26.845	10.842	11.859	7.823	1.679	12.721	8.794	6.501	7.811	8.721	9.851	7.426	6.876	6.351	6.688	7.118	7.198	7.141	7.444	6.594	3.763	3.737	3.300	2017
Mozambique	Gross domestic product, current prices	National currency	Billions	0.188	0.148	0.162	0.154	0.170	0.228	0.251	0.811	1.302	2.043	3.850	4.615	5.721	9.245	14.845	22.771	39.163	47.455	55.912	65.567	73.218	94.578	117.781	131.962	152.398	175.150	207.448	242.038	279.331	300.270	344.839	381.692	433.122	482.233	531.777	591.679	687.116	804.464	878.414	2017
Mozambique	Gross domestic product, current prices	U.S. dollars	Billions	5.401	4.195	4.285	3.838	3.998	5.285	6.203	2.803	2.463	2.574	4.130	3.217	2.177	2.265	2.458	2.524	3.468	4.110	4.718	5.167	4.667	4.567	4.977	5.549	6.749	7.595	8.304	9.466	11.555	11.243	10.457	13.131	15.178	16.013	16.872	14.798	10.897	12.586	14.428	2017
Mozambique	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	2.096	2.409	2.381	2.086	2.021	2.105	2.098	2.466	2.763	3.058	3.204	3.529	3.421	3.809	4.130	4.311	5.568	6.278	7.101	7.768	8.075	9.301	10.279	11.151	12.345	13.840	15.664	17.279	18.826	20.175	21.775	23.812	26.015	28.362	31.050	33.452	35.090	37.093	39.181	2017
Mozambique	Gross domestic product per capita, constant prices	National currency	Units	5,773.100	5,917.207	5,383.140	4,446.023	4,091.445	4,089.601	3,980.014	4,570.629	4,954.924	5,258.994	5,243.739	5,456.353	5,006.274	5,246.740	5,367.950	5,306.697	6,534.284	7,049.531	7,687.359	8,080.398	8,001.355	8,774.300	9,281.982	9,610.015	10,074.080	10,654.662	11,312.561	11,814.670	12,278.279	12,697.576	13,171.531	13,716.818	14,295.050	14,891.011	15,559.152	16,133.643	16,290.420	16,449.194	16,543.359	2015
Mozambique	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	400.602	410.602	373.542	308.514	283.910	283.782	276.178	317.161	343.828	364.927	363.869	378.622	347.391	364.077	372.488	368.238	453.421	489.175	533.434	560.708	555.223	608.858	644.087	666.850	699.052	739.339	784.991	819.833	852.003	881.099	913.987	951.825	991.949	1,033.304	1,079.667	1,119.531	1,130.410	1,141.428	1,147.962	2015
Mozambique	Population	Persons	Millions	12.142	12.439	12.729	12.993	13.201	13.339	13.391	13.375	13.349	13.395	13.568	13.894	14.350	14.893	15.453	15.982	16.463	16.915	17.351	17.798	18.276	18.786	19.320	19.873	20.439	21.010	21.738	22.360	22.995	23.648	24.321	25.017	25.733	26.467	27.216	27.978	28.751	29.538	30.339	2015
Myanmar	Gross domestic product, constant prices	National currency	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11,520.212	12,491.580	14,042.808	15,793.625	17,641.958	19,933.000	22,662.881	25,737.544	29,162.408	32,807.852	35,287.596	36,835.108	38,767.719	40,888.820	43,540.769	46,979.910	50,832.187	54,630.720	57,444.492	61,082.880	65,168.839	2018
Myanmar	Gross domestic product, constant prices	Percent change		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.432	12.418	12.468	11.703	12.986	13.695	13.567	13.307	12.500	7.558	4.385	5.247	5.471	6.486	7.899	8.200	7.473	5.151	6.334	6.689	2018
Myanmar	Gross domestic product, current prices	National currency	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,758.521	2,397.533	3,185.290	4,180.260	5,807.788	8,067.104	10,508.952	13,301.288	17,523.649	22,760.533	28,668.308	34,000.504	38,767.719	43,042.326	48,783.574	54,636.007	61,637.322	68,987.945	74,265.405	82,541.752	94,743.550	2018
Myanmar	Gross domestic product, current prices	U.S. dollars	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.799	7.095	9.073	8.532	7.652	9.378	11.752	13.184	14.268	17.660	25.100	31.729	39.779	54.119	58.467	60.539	63.273	63.225	60.452	61.386	68.559	2018
Myanmar	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	39.599	43.558	50.061	57.538	65.288	75.136	87.726	102.731	119.924	138.540	151.909	159.780	170.123	183.179	198.801	218.267	240.633	261.381	277.847	301.062	328.443	2018
Myanmar	Gross domestic product per capita, constant prices	National currency	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	254,334.396	272,301.446	302,784.543	337,461.983	374,146.079	420,040.817	474,713.030	535,831.233	603,297.894	674,321.464	720,398.762	746,644.392	779,905.608	815,984.617	861,558.214	921,551.122	988,579.540	1,053,718.244	1,099,337.462	1,160,278.978	1,233,508.036	2015
Myanmar	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,139.401	1,219.892	1,356.454	1,511.807	1,676.149	1,881.754	2,126.682	2,400.487	2,702.733	3,020.914	3,227.337	3,344.916	3,493.924	3,655.556	3,859.722	4,128.486	4,428.769	4,720.586	4,924.957	5,197.971	5,526.032	2015
Myanmar	Population	Persons	Millions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	45.296	45.874	46.379	46.801	47.153	47.455	47.740	48.033	48.338	48.653	48.983	49.334	49.708	50.110	50.537	50.979	51.419	51.846	52.254	52.645	52.832	2015
Namibia	Gross domestic product, constant prices	National currency	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18.795	19.799	21.635	21.284	21.924	22.826	23.555	24.548	25.356	26.210	27.126	27.776	29.631	30.661	32.695	34.222	35.573	36.870	37.847	37.959	40.251	42.301	44.442	46.937	49.918	52.957	53.296	52.791	52.745	2017
Namibia	Gross domestic product, constant prices	Percent change		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.343	9.270	-1.620	3.005	4.115	3.196	4.216	3.291	3.366	3.497	2.393	6.680	3.477	6.632	4.670	3.948	3.646	2.650	0.296	6.039	5.091	5.062	5.615	6.352	6.086	0.642	-0.948	-0.087	2017
Namibia	Gross domestic product, current prices	National currency	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.344	7.880	8.594	9.445	11.549	12.706	15.011	16.750	17.787	20.684	27.126	30.538	35.430	37.306	42.679	46.176	54.026	61.583	70.111	75.214	82.599	90.108	106.864	122.792	138.763	150.083	165.934	176.445	183.861	2017
Namibia	Gross domestic product, current prices	U.S. dollars	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.838	2.854	3.014	2.891	3.254	3.503	3.494	3.636	3.215	3.384	3.911	3.550	3.369	4.932	6.617	7.258	7.984	8.730	8.496	8.915	11.281	12.423	13.016	12.724	12.796	11.769	11.278	13.249	13.824	2017
Namibia	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.571	6.068	6.781	6.829	7.185	7.637	8.026	8.508	8.887	9.319	9.860	10.318	11.181	11.785	12.905	13.928	14.916	15.875	16.613	16.789	18.011	19.323	20.690	22.236	24.095	25.835	26.285	26.531	27.106	2017
Namibia	Gross domestic product per capita, constant prices	National currency	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13,971.166	14,115.414	14,867.131	14,155.306	14,151.802	14,319.483	14,336.125	14,474.578	14,488.455	14,520.275	14,839.219	15,178.596	15,930.339	16,214.293	17,002.495	17,486.706	17,857.540	18,492.876	18,702.367	18,480.513	19,306.992	19,990.125	20,618.420	21,373.047	22,305.943	23,219.267	22,929.197	22,286.544	21,850.208	2017
Namibia	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6,382.049	6,447.942	6,791.328	6,466.165	6,464.564	6,541.161	6,548.763	6,612.009	6,618.348	6,632.883	6,778.577	6,933.605	7,277.003	7,406.713	7,766.765	7,987.953	8,157.351	8,447.573	8,543.269	8,441.926	8,819.463	9,131.519	9,418.525	9,763.240	10,189.388	10,606.596	10,474.091	10,180.527	9,981.208	2017
Namibia	Population	Persons	Millions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.345	1.403	1.455	1.504	1.549	1.594	1.643	1.696	1.750	1.805	1.828	1.830	1.860	1.891	1.923	1.957	1.992	1.994	2.024	2.054	2.085	2.116	2.155	2.196	2.238	2.281	2.324	2.369	2.414	2017
Nauru	Gross domestic product, constant prices	National currency	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.032	0.032	0.035	0.026	0.035	0.038	0.043	0.048	0.053	0.071	0.097	0.100	0.110	0.115	0.112	2016
Nauru	Gross domestic product, constant prices	Percent change		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.601	8.842	-24.905	34.419	8.660	13.551	11.684	10.087	34.215	36.524	2.808	10.404	3.960	-2.368	2016
Nauru	Gross domestic product, current prices	National currency	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.044	0.041	0.038	0.026	0.044	0.060	0.056	0.074	0.101	0.106	0.127	0.120	0.140	0.151	0.151	2016
Nauru	Gross domestic product, current prices	U.S. dollars	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.031	0.031	0.028	0.020	0.039	0.044	0.049	0.073	0.104	0.109	0.117	0.100	0.102	0.114	0.117	2016
Nauru	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.035	0.036	0.040	0.031	0.043	0.047	0.053	0.061	0.068	0.093	0.130	0.135	0.151	0.160	0.159	2016
Nauru	Gross domestic product per capita, constant prices	National currency	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3,196.009	3,217.217	3,815.772	2,817.680	3,723.831	3,978.989	4,328.359	4,782.389	5,116.605	6,584.842	8,207.183	8,016.957	8,461.676	8,644.508	8,664.359	2016
Nauru	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4,041.646	4,068.465	4,825.393	3,563.214	4,709.125	5,031.795	5,473.605	6,047.768	6,470.415	8,327.135	10,378.734	10,138.175	10,700.563	10,931.771	10,956.875	2016
Nauru	Population	Persons	Millions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.010	0.010	0.009	0.009	0.009	0.010	0.010	0.010	0.010	0.011	0.012	0.012	0.013	0.013	0.013	2016
Nepal	Gross domestic product, constant prices	National currency	Billions	161.548	175.023	181.639	176.230	193.291	205.169	214.537	218.183	234.976	245.145	256.508	272.838	284.046	294.973	319.217	330.289	347.919	366.223	376.999	393.900	417.991	441.518	442.049	459.488	481.004	497.739	514.486	532.038	564.517	590.107	618.529	639.694	670.279	697.954	739.754	764.336	768.835	829.617	881.798	2018
Nepal	Gross domestic product, constant prices	Percent change		-2.320	8.341	3.780	-2.978	9.681	6.145	4.566	1.700	7.697	4.328	4.635	6.366	4.108	3.847	8.219	3.468	5.338	5.261	2.943	4.483	6.116	5.629	0.120	3.945	4.683	3.479	3.365	3.412	6.105	4.533	4.816	3.422	4.781	4.129	5.989	3.323	0.589	7.906	6.290	2018
Nepal	Gross domestic product, current prices	National currency	Billions	23.759	27.784	30.270	35.317	41.770	50.012	59.822	68.560	82.561	95.833	111.021	132.905	163.944	188.601	213.925	235.292	267.217	301.140	322.968	367.188	407.394	441.519	459.443	492.231	536.749	589.412	654.084	727.827	815.658	988.272	1,192.774	1,366.954	1,527.344	1,695.011	1,964.540	2,130.150	2,253.163	2,642.595	3,007.246	2018
Nepal	Gross domestic product, current prices	U.S. dollars	Billions	1.980	2.315	2.340	2.560	2.708	2.812	3.060	3.175	3.743	3.784	3.894	4.261	3.872	4.158	4.344	4.716	4.861	5.284	5.253	5.404	5.731	5.891	5.976	6.328	7.274	8.180	9.044	10.325	12.545	12.855	16.002	19.011	18.852	19.270	19.995	21.411	21.186	24.880	28.812	2018
Nepal	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	6.039	7.162	7.892	7.957	9.042	9.901	10.561	11.007	12.272	13.305	14.443	15.882	16.911	17.977	19.870	20.991	22.516	24.109	25.098	26.602	28.860	31.153	31.684	33.545	36.061	38.478	40.977	43.513	47.067	49.576	52.569	55.504	59.273	62.803	67.824	70.827	72.023	79.194	86.073	2018
Nepal	Gross domestic product per capita, constant prices	National currency	Units	10,840.563	11,477.675	11,638.147	11,032.016	11,824.093	12,267.974	12,545.164	12,481.216	13,146.488	13,400.652	13,680.837	14,177.042	14,364.804	14,515.544	15,297.621	15,436.689	15,884.273	16,356.677	16,494.313	16,901.214	17,606.374	18,273.428	17,994.091	18,415.905	19,004.930	19,412.379	19,833.206	20,295.299	21,321.948	22,067.422	22,888.873	23,408.740	24,241.634	24,940.022	26,118.281	26,672.535	26,527.318	28,309.754	29,759.508	2015
Nepal	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	940.595	995.874	1,009.798	957.206	1,025.932	1,064.446	1,088.496	1,082.948	1,140.671	1,162.724	1,187.034	1,230.088	1,246.380	1,259.459	1,327.317	1,339.383	1,378.218	1,419.207	1,431.149	1,466.454	1,527.638	1,585.516	1,561.279	1,597.878	1,648.986	1,684.338	1,720.852	1,760.946	1,850.025	1,914.706	1,985.981	2,031.088	2,103.355	2,163.951	2,266.184	2,314.275	2,301.675	2,456.330	2,582.120	2015
Nepal	Population	Persons	Millions	14.902	15.249	15.607	15.974	16.347	16.724	17.101	17.481	17.874	18.294	18.749	19.245	19.774	20.321	20.867	21.396	21.903	22.390	22.856	23.306	23.741	24.162	24.566	24.951	25.309	25.640	25.941	26.215	26.476	26.741	27.023	27.327	27.650	27.985	28.323	28.656	28.983	29.305	29.631	2015
Netherlands	Gross domestic product, constant prices	National currency	Billions	332.712	331.003	326.757	332.501	342.869	351.978	362.980	369.696	386.648	403.970	420.846	431.163	438.016	443.552	456.896	469.516	485.922	506.951	530.618	557.320	580.724	594.243	595.530	596.468	608.297	620.747	642.236	666.461	680.937	655.964	664.761	675.063	668.101	667.253	676.755	690.008	705.131	725.361	743.758	2018
Netherlands	Gross domestic product, constant prices	Percent change		n/a	-0.514	-1.283	1.758	3.118	2.657	3.126	1.850	4.585	4.480	4.178	2.451	1.589	1.264	3.008	2.762	3.494	4.328	4.668	5.032	4.199	2.328	0.217	0.158	1.983	2.047	3.462	3.772	2.172	-3.667	1.341	1.550	-1.031	-0.127	1.424	1.958	2.192	2.869	2.536	2018
Netherlands	Gross domestic product, current prices	National currency	Billions	174.271	182.738	190.134	197.537	206.551	215.856	222.822	226.235	236.067	250.004	264.482	279.415	290.919	299.281	314.680	329.547	344.625	369.046	394.295	419.459	452.007	481.881	501.137	512.810	529.286	550.883	584.546	619.170	647.198	624.842	639.187	650.359	652.966	660.463	671.560	690.008	708.337	737.048	772.694	2018
Netherlands	Gross domestic product, current prices	U.S. dollars	Billions	193.415	162.114	157.059	152.909	142.325	144.398	201.240	246.488	263.755	260.073	320.839	330.512	365.356	355.303	381.874	452.710	450.625	417.329	438.610	447.474	417.581	431.508	473.072	579.788	657.862	686.202	733.953	848.656	952.491	870.278	848.133	904.915	839.436	877.198	892.397	765.650	783.852	832.239	912.899	2018
Netherlands	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	166.047	180.823	189.532	200.418	214.124	226.765	238.561	248.985	269.585	292.706	316.346	335.063	348.146	360.899	379.694	398.363	419.832	445.554	471.604	502.489	535.294	559.768	569.856	581.352	608.843	640.656	682.894	727.690	757.956	735.726	754.280	781.970	788.750	801.569	828.367	853.621	881.866	924.412	969.228	2018
Netherlands	Gross domestic product per capita, constant prices	National currency	Units	23,513.216	23,233.172	22,829.386	23,143.384	23,770.729	24,287.745	24,909.415	25,209.410	26,195.664	27,205.199	28,146.469	28,610.683	28,847.208	29,009.287	29,701.359	30,371.693	31,289.247	32,473.961	33,782.263	35,246.648	36,463.896	37,033.716	36,877.206	36,762.280	37,360.091	38,035.968	39,290.102	40,682.517	41,404.414	39,683.243	40,009.690	40,439.885	39,874.724	39,707.986	40,127.779	40,739.682	41,405.226	42,319.778	43,266.899	2017
Netherlands	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	27,236.920	26,912.527	26,444.794	26,808.520	27,535.215	28,134.109	28,854.231	29,201.735	30,344.178	31,513.590	32,603.925	33,141.656	33,415.637	33,603.385	34,405.057	35,181.550	36,244.413	37,616.746	39,132.239	40,828.534	42,238.553	42,898.613	42,717.318	42,584.192	43,276.676	44,059.589	45,512.335	47,125.263	47,961.484	45,967.737	46,345.882	46,844.206	46,189.542	45,996.399	46,482.673	47,191.481	47,962.424	49,021.811	50,118.924	2017
Netherlands	Population	Persons	Millions	14.150	14.247	14.313	14.367	14.424	14.492	14.572	14.665	14.760	14.849	14.952	15.070	15.184	15.290	15.383	15.459	15.530	15.611	15.707	15.812	15.926	16.046	16.149	16.225	16.282	16.320	16.346	16.382	16.446	16.530	16.615	16.693	16.755	16.804	16.865	16.937	17.030	17.140	17.190	2017
New Zealand	Gross domestic product, constant prices	National currency	Billions	90.205	92.877	95.549	95.431	101.975	103.212	105.080	107.640	108.238	109.859	111.020	108.613	109.558	114.898	122.565	127.890	132.673	136.675	137.717	143.864	149.796	153.086	160.862	168.267	175.686	180.174	185.126	192.463	191.677	192.294	196.161	199.821	204.915	209.406	215.971	224.617	234.022	240.011	247.190	2017
New Zealand	Gross domestic product, constant prices	Percent change		1.009	2.961	2.878	-0.124	6.858	1.213	1.810	2.436	0.555	1.498	1.057	-2.168	0.870	4.874	6.673	4.345	3.740	3.016	0.762	4.464	4.123	2.196	5.079	4.603	4.409	2.555	2.748	3.963	-0.408	0.322	2.011	1.866	2.549	2.192	3.135	4.003	4.187	2.559	2.991	2017
New Zealand	Gross domestic product, current prices	National currency	Billions	23.117	26.943	30.864	33.572	38.630	45.176	52.297	62.360	69.271	73.625	76.680	75.246	77.298	82.843	89.058	94.776	100.437	103.900	105.804	111.131	118.370	126.248	133.655	141.636	152.982	160.720	168.996	183.320	189.666	191.963	201.458	211.223	215.971	227.877	240.425	250.471	265.522	281.800	293.533	2017
New Zealand	Gross domestic product, current prices	U.S. dollars	Billions	22.520	23.439	23.205	22.453	22.347	22.508	27.390	36.927	45.442	44.062	45.774	43.446	41.530	44.797	52.873	62.214	69.063	68.889	56.779	58.849	54.139	53.106	62.046	82.470	101.581	113.204	109.763	134.946	135.531	121.732	145.311	167.113	175.061	186.980	199.755	175.398	185.059	200.317	203.404	2017
New Zealand	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	27.647	31.159	34.037	35.326	39.110	40.837	42.413	44.521	46.347	48.885	51.251	51.835	53.478	57.413	62.552	66.639	70.397	73.771	75.170	79.659	84.797	88.560	94.531	100.719	107.991	114.199	120.889	129.056	131.029	132.453	136.691	142.150	148.570	154.490	162.348	170.653	179.742	187.846	197.827	2017
New Zealand	Gross domestic product per capita, constant prices	National currency	Units	28,853.676	29,552.424	30,167.536	29,844.752	31,573.749	31,649.554	31,931.973	32,421.232	32,302.943	32,451.723	32,410.618	30,891.069	30,842.295	31,935.627	33,595.099	34,502.388	35,263.801	35,941.568	35,964.954	37,356.599	38,675.996	39,090.445	40,321.344	41,428.747	42,701.310	43,300.649	43,982.324	45,331.276	44,781.207	44,388.172	44,848.076	45,420.057	46,299.058	46,786.273	47,418.215	48,332.795	49,296.849	49,544.010	50,150.260	2017
New Zealand	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	20,526.142	21,023.223	21,460.806	21,231.182	22,461.168	22,515.095	22,716.004	23,064.057	22,979.908	23,085.748	23,056.506	21,975.519	21,940.821	22,718.604	23,899.131	24,544.565	25,086.225	25,568.380	25,585.016	26,575.015	27,513.617	27,808.451	28,684.097	29,471.890	30,377.175	30,803.537	31,288.472	32,248.100	31,856.788	31,577.188	31,904.358	32,311.258	32,936.568	33,283.166	33,732.722	34,383.343	35,069.159	35,244.986	35,676.264	2017
New Zealand	Population	Persons	Millions	3.126	3.143	3.167	3.198	3.230	3.261	3.291	3.320	3.351	3.385	3.425	3.516	3.552	3.598	3.648	3.707	3.762	3.803	3.829	3.851	3.873	3.916	3.990	4.062	4.114	4.161	4.209	4.246	4.280	4.332	4.374	4.399	4.426	4.476	4.555	4.647	4.747	4.844	4.929	2017
Nicaragua	Gross domestic product, constant prices	National currency	Billions	79.191	83.436	82.754	86.573	85.218	81.738	80.908	80.337	70.375	69.183	69.091	68.984	69.260	68.983	72.432	76.715	81.582	84.818	87.966	94.155	98.017	100.919	101.680	104.243	109.781	114.482	118.838	124.870	129.161	124.908	130.416	138.654	147.661	154.937	162.351	170.093	178.017	186.671	179.204	2017
Nicaragua	Gross domestic product, constant prices	Percent change		4.612	5.361	-0.817	4.615	-1.566	-4.084	-1.015	-0.706	-12.400	-1.694	-0.132	-0.154	0.400	-0.400	5.000	5.912	6.344	3.967	3.712	7.036	4.102	2.961	0.754	2.521	5.312	4.282	3.805	5.076	3.436	-3.293	4.410	6.317	6.496	4.927	4.785	4.769	4.659	4.861	-4.000	2017
Nicaragua	Gross domestic product, current prices	National currency	Billions	--	--	--	--	--	--	--	--	--	0.007	0.519	15.706	19.470	23.365	25.961	31.178	36.341	41.477	49.051	57.346	64.812	71.563	74.445	80.390	92.323	105.777	118.838	136.950	164.602	168.791	187.053	219.182	247.994	271.530	308.403	343.738	377.349	415.127	418.324	2017
Nicaragua	Gross domestic product, current prices	U.S. dollars	Billions	1.832	2.156	2.497	2.900	3.966	3.854	5.800	3.409	1.499	2.082	0.519	3.678	3.894	3.726	3.861	4.140	4.308	4.390	4.635	4.856	5.109	5.335	5.224	5.322	5.793	6.321	6.764	7.423	8.497	8.297	8.759	9.774	10.532	10.983	11.880	12.611	13.184	13.814	13.258	2017
Nicaragua	Gross domestic product, current prices	Purchasing power parity; international dollars	Billions	6.047	6.974	7.345	7.985	8.143	8.058	8.136	8.279	7.508	7.670	7.947	8.203	8.423	8.588	9.210	9.959	10.785	11.406	11.963	12.990	13.825	14.546	14.888	15.546	16.813	18.079	19.335	20.862	21.999	21.436	22.643	24.576	26.674	28.480	30.407	32.198	34.066	36.401	35.733	2017
Nicaragua	Gross domestic product per capita, constant prices	National currency	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16,022.318	16,632.880	17,354.915	17,719.669	18,064.188	19,022.537	19,498.891	19,785.144	19,660.706	19,890.370	20,675.467	21,281.809	21,804.240	22,612.809	23,087.029	22,042.868	22,729.618	23,873.714	25,124.841	26,058.428	26,995.567	27,966.488	28,946.256	30,023.088	28,499.355	2017
Nicaragua	Gross domestic product per capita, constant prices	Purchasing power parity; 2011 international dollar	Units	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2,839.876	2,948.096	3,076.073	3,140.724	3,201.788	3,371.650	3,456.082	3,506.819	3,484.763	3,525.469	3,664.624	3,772.095	3,864.693	4,008.008	4,092.061	3,906.989	4,028.712	4,231.498	4,453.254	4,618.727	4,784.830	4,956.921	5,130.580	5,321.444	5,051.369	2017
